index,Name,Link,HighSchool,City,State,Position,Height,Weight,Rating,NatRank,PosRank,StateRank,ClassYear
1659,Marvase Byrd,https://247sports.com/Player/Marvase-Byrd-56060,McKeesport,Mckeesport,PA,DB,5-9,179,0.7667,1000,121,63,2008
1660,Hank Keighley,https://247sports.com/Player/Hank-Keighley-55490,Archbishop Alter,Dayton,OH,DL,6-4,225,0.7667,1000,62,87,2008
1661,LaDarius Green,https://247sports.com/Player/LaDarius-Green-56300,Booker T. Washington,Pensacola,FL,WR,6-3,185,0.7667,1000,186,201,2008
1662,Dennis Kelly,https://247sports.com/Player/Dennis-Kelly-76088,Marian Catholic,Chicago Heights,IL,OL,6-8,236,0.7667,1000,132,40,2008
1663,Ryan Griffin,https://247sports.com/Player/Ryan-Griffin-56752,Londonderry Senior,Londonderry,NH,TE,6-6,220,0.7667,1000,92,2,2008
1664,Dominque Sandifer,https://247sports.com/Player/Dominque-Sandifer-56782,Beverly Hills,Beverly Hills,CA,WR,6-0,170,0.7667,1000,187,162,2008
1665,Winston Etheridge,https://247sports.com/Player/Winston-Etheridge-56166,Glenville,Cleveland,OH,DL,6-3,245,0.7667,1000,88,88,2008
1666,Tori Childers,https://247sports.com/Player/Tori-Childers-54816,New Hampton School,New Hampton,NH,WR,6-5,220,0.7667,1000,188,3,2008
1667,David James,https://247sports.com/Player/David-James-55439,Memorial,Edmond,OK,DB,5-11,175,0.7667,1000,122,24,2008
1668,Gerard Thomas,https://247sports.com/Player/Gerard-Thomas-56912,Osceola,Kissimmee,FL,QB,5-9,165,0.7667,1000,130,202,2008
1669,Wade O'Neill,https://247sports.com/Player/Wade-ONeill-56593,Chino Hills,Chino,CA,LB,6-1,224,0.7667,1000,72,163,2008
1670,Ahmad Wood,https://247sports.com/Player/Ahmad-Wood-56213,San Pedro,San Pedro,CA,DB,5-10,179,0.7667,1000,123,164,2008
1671,Kasey Smith,https://247sports.com/Player/Kasey-Smith-55269,Seabreeze,Daytona Beach,FL,DL,6-4,250,0.7667,1000,107,203,2008
1672,Dominique Sherrer,https://247sports.com/Player/Dominique-Sherrer-56486,Colerain,Cincinnati,OH,RB,5-10,193,0.7667,1000,120,89,2008
1673,John Oliver,https://247sports.com/Player/John-Oliver-54955,Troup County,Lagrange,GA,OL,6-5,250,0.7667,1000,133,110,2008
1674,Joseph Womack,https://247sports.com/Player/Joseph-Womack-56214,Northside,Jacksonville,NC,DB,6-2,185,0.7667,1000,131,44,2008
1675,Ugochukwu Uzodinma,https://247sports.com/Player/Ugochukwu-Uzodinma-56434,Dunbar,Washington,DC,DL,6-4,240,0.7667,1000,63,7,2008
1676,Terrance Hayward,https://247sports.com/Player/Terrance-Hayward-56096,Culver City,Culver City,CA,DB,6-1,180,0.7667,1000,124,165,2008
1677,Dylan Kildahl,https://247sports.com/Player/Dylan-Kildahl-55440,Highland,Ault,CO,DL,6-4,240,0.7667,1000,89,26,2008
1678,Ronnie Williams,https://247sports.com/Player/Ronnie-Williams-55615,Sterling,Houston,TX,WR,5-11,180,0.7667,1000,189,276,2008
1679,Jackson Anderson,https://247sports.com/Player/Jackson-Anderson-55111,Frisco,Frisco,TX,TE,6-5,230,0.7667,1000,93,277,2008
1680,Henry Asuega,https://247sports.com/Player/Henry-Asuega-55874,Corona,Corona,CA,DL,6-1,254,0.7667,1000,90,166,2008
1681,Rodney Stewart,https://247sports.com/Player/Rodney-Stewart-55470,Brookhaven,Columbus,OH,RB,5-7,170,0.7667,1000,37,90,2008
1682,Matt Marshall,https://247sports.com/Player/Matt-Marshall-14101,Camden,Camden,NJ,LB,6-1,230,0.7667,1000,124,38,2008
1683,Kadeem Taylor,https://247sports.com/Player/Kadeem-Taylor-55024,Carroll,Monroe,LA,DL,6-3,240,0.7667,1000,64,50,2008
1684,Adrin Haughton,https://247sports.com/Player/Adrin-Haughton-55434,Seminole,Sanford,FL,OL,6-4,323,0.7667,1000,134,204,2008
1685,Josh Brinson,https://247sports.com/Player/Josh-Brinson-54763,South Dade,Homestead,FL,WR,6-1,162,0.7667,1000,190,205,2008
1686,Marlon Johnson,https://247sports.com/Player/Marlon-Johnson-56162,Inglewood,Inglewood,CA,DB,6-0,183,0.7667,1000,129,167,2008
1687,Kyron Benoit,https://247sports.com/Player/Kyron-Benoit-56301,Crowley,Crowley,LA,QB,6-0,194,0.7667,1000,132,51,2008
1688,Justin Becker,https://247sports.com/Player/Justin-Becker-56594,ThunderRidge,Littleton,CO,OL,6-7,240,0.7667,1000,135,27,2008
1689,Isaiah Anderson,https://247sports.com/Player/Isaiah-Anderson-56806,Wichita Falls,Wichita Falls,TX,WR,6-0,175,0.7667,1000,191,278,2008
1690,Sam Jaeger,https://247sports.com/Player/Sam-Jaeger-56368,Chesterton Senior,Chesterton,IN,OL,6-5,295,0.7667,1000,132,23,2008
1691,Tyson Gale,https://247sports.com/Player/Tyson-Gale-56450,Alva,Alva,OK,LB,6-3,230,0.7667,1000,73,25,2008
1692,Maurice Jones,https://247sports.com/Player/Maurice-Jones-55546,Belleville Sr.,Belleville,NJ,DB,5-10,178,0.7667,1000,125,39,2008
1693,Seamus Garvey,https://247sports.com/Player/Seamus-Garvey-56822,Gahanna Lincoln,Columbus,OH,OL,6-6,270,0.7667,1000,136,91,2008
1694,Andrew Taglianetti,https://247sports.com/Player/Andrew-Taglianetti-55238,Central Catholic,Pittsburgh,PA,RB,5-11,175,0.7667,1000,133,64,2008
1695,Sheldon Armstrong,https://247sports.com/Player/Sheldon-Armstrong-56269,Long Beach Poly,Long Beach,CA,DB,5-11,175,0.7667,1000,126,168,2008
1696,Jerry Harris,https://247sports.com/Player/Jerry-Harris-56265,Boca Raton,Boca Raton,FL,WR,6-0,180,0.7667,1000,192,206,2008
1697,Gordy Cooper,https://247sports.com/Player/Gordy-Cooper-56009,San Jacinto,San Jacinto,CA,WR,6-6,193,0.7667,1000,193,169,2008
1698,Edrick Boger,https://247sports.com/Player/Edrick-Boger-55959,North Mesquite,Mesquite,TX,DB,5-11,158,0.7667,1000,127,279,2008
1699,Andy Clements,https://247sports.com/Player/Andy-Clements-56599,Chatfield,Littleton,CO,DB,6-1,195,0.7667,1000,130,28,2008
1700,Joe Gaglione,https://247sports.com/Player/Joe-Gaglione-13883,Lake Catholic,Mentor,OH,DL,6-4,242,0.7667,1000,65,92,2008
1701,B.J. Lee,https://247sports.com/Player/BJ-Lee-55720,Ridgeland,Ridgeland,MS,RB,5-5,160,0.7667,1000,38,30,2008
1702,Waymon Ross,https://247sports.com/Player/Waymon-Ross-56395,Marathon,Marathon,FL,LB,6-2,225,0.7667,1000,125,207,2008
1703,Kameron Krebs,https://247sports.com/Player/Kameron-Krebs-55556,Mission Viejo,Mission Viejo,CA,DB,6-1,210,0.7667,1000,131,170,2008
1704,Jacob Anderson,https://247sports.com/Player/Jacob-Anderson-56139,Galena,Reno,NV,LB,6-2,195,0.7667,1000,126,14,2008
1705,T.J. Williams,https://247sports.com/Player/TJ-Williams-56871,West Mifflin Area,West Mifflin,PA,WR,6-0,185,0.7667,1000,194,65,2008
1706,Harris Howard,https://247sports.com/Player/Harris-Howard-55010,Blessed Trinity Catholic,Roswell,GA,OL,6-5,281,0.7667,1000,133,111,2008
1707,Vince Carlotta,https://247sports.com/Player/Vince-Carlotta-56487,Roger Bacon,Cincinnati,OH,OL,6-5,280,0.7667,1000,137,93,2008
1708,Melvin Harris,https://247sports.com/Player/Melvin-Harris-54944,Buford,Buford,GA,WR,6-7,195,0.7667,1000,195,112,2008
1709,Anthony Smith,https://247sports.com/Player/Anthony-Smith-56566,Red Mountain,Mesa,AZ,DL,6-1,225,0.7667,1000,108,27,2008
1710,Blake McJunkin,https://247sports.com/Player/Blake-McJunkin-55731,Plano,Plano,TX,OL,6-2,256,0.7667,1000,134,280,2008
1711,David Pasquale,https://247sports.com/Player/David-Pasquale-55497,Cape Coral,Cape Coral,FL,RB,6-0,199,0.7667,1000,134,208,2008
1712,Jason Koontz,https://247sports.com/Player/Jason-Koontz-56025,Santiago,Corona,CA,OL,6-3,285,0.7667,1000,135,171,2008
1713,Lucas Reed,https://247sports.com/Player/Lucas-Reed-56010,Sabino,Tucson,AZ,TE,6-6,210,0.7667,1000,94,28,2008
1714,Jay Taylor,https://247sports.com/Player/Jay-Taylor-56463,Reynoldsburg,Reynoldsburg,OH,RB,5-9,190,0.7667,1000,39,94,2008
1715,Tevin Washington,https://247sports.com/Player/Tevin-Washington-23824,Wetumpka,Wetumpka,AL,QB,6-1,205,0.7667,1000,29,59,2008
1716,Blaine Schafer,https://247sports.com/Player/Blaine-Schafer-55927,Plymouth,Plymouth,IN,OL,6-6,285,0.7667,1000,138,24,2008
1717,Zachary Boyd,https://247sports.com/Player/Zachary-Boyd-55686,Highland Park,Dallas,TX,OL,6-4,258,0.7667,1000,139,281,2008
1718,Loren Robinson,https://247sports.com/Player/Loren-Robinson-54969,Lyman,Longwood,FL,LB,6-3,190,0.7667,1000,127,209,2008
1719,Tracy Pugh,https://247sports.com/Player/Tracy-Pugh-56719,Chino Hills,Chino,CA,DL,6-4,245,0.7667,1000,91,172,2008
1720,Chandler Jones,https://247sports.com/Player/Chandler-Jones-56803,Union Endicott,Endicott,NY,TE,6-6,235,0.7667,1000,95,14,2008
1721,D.J. Ponder,https://247sports.com/Player/DJ-Ponder-55019,Catholic,Baton Rouge,LA,QB,6-2,190,0.7667,1000,61,52,2008
1722,Shane Prater,https://247sports.com/Player/Shane-Prater-56700,Central,Omaha,NE,WR,6-0,158,0.7667,1000,196,9,2008
1723,Robert Fuller,https://247sports.com/Player/Robert-Fuller-56338,Arroyo Valley,San Bernardino,CA,QB,6-1,188,0.7667,1000,30,173,2008
1724,Elliott Henigan,https://247sports.com/Player/Elliott-Henigan-54858,Lovett School,Atlanta,GA,DL,6-5,250,0.7667,1000,92,113,2008
1725,Corey Laufasa,https://247sports.com/Player/Corey-Laufasa-55848,Evergreen,Burien,WA,LB,6-0,225,0.7667,1000,74,26,2008
1726,Ruben Martinez,https://247sports.com/Player/Ruben-Martinez-56555,Los Alamos,Los Alamos,NM,RB,6-1,199,0.7667,1000,121,4,2008
1727,Blidi Wreh-Wilson,https://247sports.com/Player/Blidi-Wreh-Wilson-31441,General McLane,Edinboro,PA,DB,6-1,165,0.7667,1000,128,66,2008
1728,Michael Smith,https://247sports.com/Player/Michael-Smith-56070,Bay City,Bay City,TX,DL,6-1,270,0.7667,1000,109,282,2008
1729,Joe Jones,https://247sports.com/Player/Joe-Jones-56880,Green Run,Virginia Beach,VA,DL,6-3,245,0.7667,1000,93,47,2008
1730,Adam Wilson,https://247sports.com/Player/Adam-Wilson-56916,Ernest Righetti,Santa Maria,CA,DB,5-11,199,0.7667,1000,132,174,2008
1731,Anthony McCloud,https://247sports.com/Player/Anthony-McCloud-6051,Thomas County Central,Thomasville,GA,DL,6-2,300,0.7667,1000,110,114,2008
1732,Alvin Blackmon,https://247sports.com/Player/Alvin-Blackmon-55119,Lake Dallas,Lake Dallas,TX,WR,6-0,180,0.7667,1000,197,283,2008
1733,Brenel Myers,https://247sports.com/Player/Brenel-Myers-56558,Westfield,Houston,TX,OL,6-3,245,0.7667,1000,140,284,2008
1734,Trevino Woods,https://247sports.com/Player/Trevino-Woods-37805,Clarke Central,Athens,GA,OL,6-6,275,0.7667,1000,141,115,2008
1735,Kelly Dawsey,https://247sports.com/Player/Kelly-Dawsey-56356,Lowndes,Valdosta,GA,DB,6-0,185,0.7667,1000,129,116,2008
1736,Justin Thompson,https://247sports.com/Player/Justin-Thompson-56867,St. Francis De Sales,Columbus,OH,TE,6-3,220,0.7667,1000,96,95,2008
1737,Ben Parks,https://247sports.com/Player/Ben-Parks-55499,Argyle,Argyle,TX,K,6-2,195,0.7667,1000,22,285,2008
1738,Casey Blum,https://247sports.com/Player/Casey-Blum-55006,Moorpark,Moorpark,CA,DL,6-3,245,0.7667,1000,66,175,2008
1739,Jesse Backerman,https://247sports.com/Player/Jesse-Backerman-56003,Marana,Marana,AZ,DL,6-4,230,0.7667,1000,94,29,2008
1740,Gino Collins,https://247sports.com/Player/Gino-Collins-55574,St. Pius X,Houston,TX,QB,6-0,181,0.7667,1000,135,286,2008
1741,Matt Weems,https://247sports.com/Player/Matt-Weems-56915,Arapahoe,Littleton,CO,DL,6-4,230,0.7667,1000,95,29,2008
1742,Dax Dellenbach,https://247sports.com/Player/Dax-Dellenbach-16584,North Broward Prep,Pompano Beach,FL,LS,6-1,235,0.7667,1000,2,210,2008
1743,Evan Huahulu,https://247sports.com/Player/Evan-Huahulu-55715,Servite,Anaheim,CA,OL,6-1,330,0.7667,1000,136,176,2008
1744,Eric Benson,https://247sports.com/Player/Eric-Benson-55402,Corona Del Sol,Tempe,AZ,DB,6-3,190,0.7667,1000,133,30,2008
1745,Drew Nowak,https://247sports.com/Player/Drew-Nowak-56377,Preble,Green Bay,WI,DL,6-3,245,0.7667,1000,67,10,2008
1746,Ryan Otten,https://247sports.com/Player/Ryan-Otten-31661,Del Oro,Loomis,CA,LB,6-5,194,0.7667,1000,128,177,2008
1747,Jason Klingerman,https://247sports.com/Player/Jason-Klingerman-56904,Valley Center,Valley Center,CA,DL,6-2,260,0.7667,1000,111,178,2008
1748,Jacquise Terry,https://247sports.com/Player/Jacquise-Terry-56864,Pacelli,Columbus,GA,RB,5-11,175,0.7667,1000,40,117,2008
1749,Devon Lewis-Buchanan,https://247sports.com/Player/Devon-Lewis-Buchanan-56304,Suncoast,West Palm Beach,FL,DB,6-2,205,0.7667,1000,134,211,2008
1750,Max Devlin,https://247sports.com/Player/Max-Devlin-56152,Windsor,Windsor,CA,OL,6-5,280,0.7667,1000,142,179,2008
1751,Thao Goins,https://247sports.com/Player/Thao-Goins-54908,Hightower,Missouri City,TX,DL,6-4,280,0.7667,1000,68,287,2008
1752,Emmanuel Ojeriakhi,https://247sports.com/Player/Emmanuel-Ojeriakhi-56369,Bakersfield,Bakersfield,CA,WR,6-3,183,0.7667,1000,198,180,2008
1753,Jeffrey Nady,https://247sports.com/Player/Jeffrey-Nady-56167,Douglas County,Minden,NV,OL,6-7,250,0.7667,1000,143,15,2008
1754,Cameron Jude,https://247sports.com/Player/Cameron-Jude-55603,Manchester,Midlothian,VA,DL,6-4,235,0.7667,1000,69,48,2008
1755,Cody Wells,https://247sports.com/Player/Cody-Wells-56636,Spain Park,Birmingham,AL,QB,6-0,195,0.7667,1000,62,60,2008
1756,Johnny Williams,https://247sports.com/Player/Johnny-Williams-55191,Leroy Sch,Leroy,AL,WR,5-11,195,0.7667,1000,199,61,2008
1757,George Iloka,https://247sports.com/Player/George-Iloka-56515,Kempner,Sugar Land,TX,WR,6-3,194,0.7667,1000,136,288,2008
1758,Alema Tachibana,https://247sports.com/Player/Alema-Tachibana-56085,Kahuku,Kahuku,HI,LB,6-3,200,0.7667,1000,129,13,2008
1759,Shane Watterson,https://247sports.com/Player/Shane-Watterson-56043,Saugus,Santa Clarita,CA,OL,6-6,280,0.7667,1000,144,181,2008
1760,Dexter Daniels,https://247sports.com/Player/Dexter-Daniels-55043,Brantley,Brantley,AL,LB,6-2,215,0.7667,1000,130,62,2008
1761,Caleb Ter Bush,https://247sports.com/Player/Caleb-Ter-Bush-55203,Metamora,Metamora,IL,QB,6-5,215,0.7667,1000,31,41,2008
1762,Trent Wilkins,https://247sports.com/Player/Trent-Wilkins-55716,Duncan,Duncan,OK,DB,6-0,188,0.7667,1000,135,26,2008
1763,Kyle Magnuson,https://247sports.com/Player/Kyle-Magnuson-55453,Concord Community,Elkhart,IN,OL,6-0,301,0.7667,1000,145,25,2008
1764,Donnell Wilson,https://247sports.com/Player/Donnell-Wilson-55278,Golden Gate,Naples,FL,DL,6-2,275,0.7667,1000,112,212,2008
1765,Brian Wagner,https://247sports.com/Player/Brian-Wagner-56145,Catholic Central,Springfield,OH,LB,6-0,210,0.7667,1000,131,96,2008
1766,A.J. Ellis,https://247sports.com/Player/AJ-Ellis-56154,Andrew P. Hill,San Jose,CA,RB,5-11,180,0.7667,1000,41,182,2008
1767,Danny White,https://247sports.com/Player/Danny-White-54896,Apopka,Apopka,FL,LB,6-2,215,0.7667,1000,132,213,2008
1768,Rogeric Govan,https://247sports.com/Player/Rogeric-Govan-56348,Little Rock Central,Little Rock,AR,OL,6-5,253,0.7667,1000,137,21,2008
1769,Anthony Ballew,https://247sports.com/Player/Anthony-Ballew-55472,Culver City,Culver City,CA,OL,6-6,315,0.7667,1000,146,183,2008
1770,Lavorick Williams,https://247sports.com/Player/Lavorick-Williams-56571,Permian,Odessa,TX,WR,6-3,187,0.7667,1000,200,289,2008
1771,David Nwabuisi,https://247sports.com/Player/David-Nwabuisi-55786,Episcopal,Bellaire,TX,DB,6-1,230,0.7667,1000,137,290,2008
1772,Winston Fraser,https://247sports.com/Player/Winston-Fraser-55226,Booker T. Washington,Miami,FL,LB,6-1,212,0.7667,1000,133,214,2008
1773,Anthony Laurenzi,https://247sports.com/Player/Anthony-Laurenzi-56102,El Dorado,Placentia,CA,DL,6-4,260,0.7667,1000,113,184,2008
1774,Josh Wade,https://247sports.com/Player/Josh-Wade-56793,Point Loma,San Diego,CA,DB,6-0,175,0.7667,1000,130,185,2008
1775,Rashaad White,https://247sports.com/Player/Rashaad-White-55937,Stockbridge,Stockbridge,GA,RB,5-9,205,0.7667,1000,122,118,2008
1776,Lawrence Henning,https://247sports.com/Player/Lawrence-Henning-56366,Mount Carmel,Chicago,IL,LB,6-2,205,0.7667,1000,134,42,2008
1777,Edward Wesley,https://247sports.com/Player/Edward-Wesley-55032,MacArthur,Irving,TX,RB,5-9,187,0.7667,1000,123,291,2008
1778,Alex Napper,https://247sports.com/Player/Alex-Napper-56847,Norcross,Norcross,GA,WR,6-1,185,0.7667,1000,201,119,2008
1779,John Bassler,https://247sports.com/Player/John-Bassler-18896,Francis Scott Key Sr.,Union Bridge,MD,OL,6-3,290,0.7667,1000,138,27,2008
1780,Cole Beasley,https://247sports.com/Player/Cole-Beasley-55682,Little Elm,Little Elm,TX,RB,5-9,155,0.7667,1000,138,292,2008
1781,Dan Parker,https://247sports.com/Player/Dan-Parker-55828,Columbus,Miami,FL,QB,6-0,200,0.7667,1000,32,215,2008
1782,Mark Rodgers,https://247sports.com/Player/Mark-Rodgers-54921,Leuzinger,Lawndale,CA,RB,5-9,160,0.7667,1000,42,186,2008
1783,Dion Guy,https://247sports.com/Player/Dion-Guy-11563,Woodson H.D.,Washington,DC,LB,6-3,217,0.7667,1000,135,8,2008
1784,Christian Barker,https://247sports.com/Player/Christian-Barker-56144,Etiwanda,Rancho Cucamonga,CA,OL,6-4,310,0.7667,1000,147,187,2008
1785,Cameris Stewart,https://247sports.com/Player/Cameris-Stewart-56011,Apopka,Apopka,FL,WR,6-4,186,0.7667,1000,202,216,2008
1786,Jordan Taylor,https://247sports.com/Player/Jordan-Taylor-56472,St Joseph's,South Bend,IN,RB,6-1,205,0.7667,1000,124,26,2008
1787,Johnathan Lamb,https://247sports.com/Player/Johnathan-Lamb-55491,Southfield,Southfield,MI,DL,6-4,250,0.7667,1000,70,41,2008
1788,Ryan Hidalgo,https://247sports.com/Player/Ryan-Hidalgo-56829,Whitewater,Fayetteville,GA,LB,6-1,205,0.7667,1000,75,120,2008
1789,Dayton Guillory,https://247sports.com/Player/Dayton-Guillory-56158,Yuba County Career Preparatory Charter,Marysville,CA,DB,6-0,175,0.7667,1000,131,188,2008
1790,Ryan Dukes,https://247sports.com/Player/Ryan-Dukes-56620,Edgewater,Orlando,FL,DL,6-2,233,0.7667,1000,96,217,2008
1791,Corey Fuller,https://247sports.com/Player/Corey-Fuller-19066,Woodlawn,Gwynn Oak,MD,WR,6-2,185,0.7667,1000,203,28,2008
1792,Chris Gordon,https://247sports.com/Player/Chris-Gordon-56825,Coral Gables Senior,Miami,FL,WR,5-10,165,0.7667,1000,204,218,2008
1793,Daamon Cooper,https://247sports.com/Player/Daamon-Cooper-56820,North Clayton,Atlanta,GA,WR,5-10,160,0.7667,1000,205,121,2008
1794,Imari Thompson,https://247sports.com/Player/Imari-Thompson-56040,Cedar Hill,Cedar Hill,TX,RB,5-9,193,0.766,1000,125,293,2008
1795,A.J. Thompson,https://247sports.com/Player/AJ-Thompson-55110,Kathleen,Lakeland,FL,OL,6-3,298,0.7642,1000,148,219,2008
1796,Carter Bykowski,https://247sports.com/Player/Carter-Bykowski-55411,Eden Prairie,Eden Prairie,MN,TE,6-7,245,0.7628,1000,97,10,2008
1797,Michael Autwell,https://247sports.com/Player/Michael-Autwell-56580,Midlothian,Midlothian,TX,DL,6-4,213,0.7615,1000,71,294,2008
1798,Troy Gilmer,https://247sports.com/Player/Troy-Gilmer-56093,Wayne,Dayton,OH,RB,6-1,203,0.7611,1000,126,97,2008
1799,Scott Pettigrew,https://247sports.com/Player/Scott-Pettigrew-56242,Independence,Thompson's Station,TN,RB,6-2,203,0.7611,1000,127,43,2008
1800,Jarrell Watters,https://247sports.com/Player/Jarrell-Watters-54892,Thomasville,Thomasville,AL,LB,6-0,215,0.7594,1000,136,63,2008
1801,Jay Matthews,https://247sports.com/Player/Jay-Matthews-56109,Lake Oswego,Lake Oswego,OR,DB,6-1,195,0.758,1000,136,8,2008
1802,Franklin Brown,https://247sports.com/Player/Franklin-Brown-55210,Booker T. Washington,Miami,FL,RB,6-2,170,0.7563,1000,139,220,2008
1803,Khaseem Greene,https://247sports.com/Player/Khaseem-Greene-31419,Avon Old Farms,Avon,CT,WR,6-2,195,0.7556,1000,140,10,2008
1804,Darrin Davis,https://247sports.com/Player/Darrin-Davis-56342,Dillard,Fort Lauderdale,FL,LB,6-2,192,0.7556,1000,137,221,2008
1805,Robert Drye,https://247sports.com/Player/Robert-Drye-56619,Shadow Ridge,Las Vegas,NV,OL,6-4,285,0.7556,1000,149,16,2008
1806,Irvin George,https://247sports.com/Player/Irvin-George-56622,Lake Highland Prep,Orlando,FL,RB,5-8,192,0.7556,1000,43,222,2008
1807,Todd Lee,https://247sports.com/Player/Todd-Lee-56297,Catholic,Baton Rouge,LA,DB,5-9,160,0.7556,1000,132,53,2008
1808,Mike Lanaris,https://247sports.com/Player/Mike-Lanaris-56888,Lake Mary,Lake Mary,FL,LB,6-0,217,0.7556,1000,76,223,2008
1809,Ken Van Heule,https://247sports.com/Player/Ken-Van-Heule-55614,Bell,Hurst,TX,OL,6-4,265,0.7556,1000,139,295,2008
1810,Jody VanLaanen,https://247sports.com/Player/Jody-VanLaanen-57041,Ashwaubenon,Green Bay,WI,DB,6-0,195,0.7556,1000,133,11,2008
1811,D. Brad Kelly,https://247sports.com/Player/D-Brad-Kelly-55843,Exeter,Exeter,NH,TE,6-5,220,0.7556,1000,98,4,2008
1812,Clay Lee,https://247sports.com/Player/Clay-Lee-56532,Dr. Phillips,Orlando,FL,LB,6-1,215,0.7556,1000,138,224,2008
1813,Archie Barnes,https://247sports.com/Player/Archie-Barnes-55038,Berkeley Prep,Tampa,FL,DB,6-4,200,0.7556,1000,141,225,2008
1814,Andre Sterling,https://247sports.com/Player/Andre-Sterling-54970,Farragut,Knoxville,TN,RB,5-10,190,0.7531,1000,128,44,2008
1815,Tanner Burns,https://247sports.com/Player/Tanner-Burns-56588,Valley Christian,San Jose,CA,DB,6-1,185,0.7514,1000,137,189,2008
1816,Quinn Garner,https://247sports.com/Player/Quinn-Garner-56340,Santa Cruz,Santa Cruz,CA,LB,6-3,230,0.75,1000,139,190,2008
1817,Oscar Molina,https://247sports.com/Player/Oscar-Molina-56360,Baldwin Park,Baldwin Park,CA,DL,6-4,245,0.75,1000,97,191,2008
1818,Tyler Thomas,https://247sports.com/Player/Tyler-Thomas-56493,Jackson,Jackson,MI,RB,5-11,185,0.75,1000,129,42,2008
1819,Darius Reeves,https://247sports.com/Player/Darius-Reeves-55502,Gahanna Lincoln,Columbus,OH,DB,6-1,170,0.75,1000,134,98,2008
1820,Dominique Vinson,https://247sports.com/Player/Dominique-Vinson-56574,Edison,Huntington Beach,CA,WR,6-0,165,0.75,1000,206,192,2008
1821,Corey Brown,https://247sports.com/Player/Corey-Brown-56317,Troy,Troy,OH,RB,5-11,180,0.7469,1000,130,99,2008
1822,Jerry Phillips,https://247sports.com/Player/Jerry-Phillips-56177,Clyde,Clyde,OH,K,6-2,220,0.7444,1000,23,100,2008
1823,Donnie Carona,https://247sports.com/Player/Donnie-Carona-14356,Monsignor Kelly Catholic,Beaumont,TX,K,5-11,218,0.7444,1000,24,296,2008
1824,Henry Simon,https://247sports.com/Player/Henry-Simon-56789,Eastlake,Chula Vista,CA,DL,6-4,275,0.7444,1000,114,193,2008
1825,Jonathan Hill,https://247sports.com/Player/Jonathan-Hill-55934,River Hill,Clarksville,MD,LB,6-1,230,0.7444,1000,140,29,2008
1826,John Williams,https://247sports.com/Player/John-Williams-56306,Miami Central,Miami,FL,DL,5-10,272,0.7444,1000,115,226,2008
1827,Matt Dillon,https://247sports.com/Player/Matt-Dillon-55815,Bishop O'Connell,Arlington,VA,DL,6-4,280,0.7444,1000,116,49,2008
1828,Kyle Martens,https://247sports.com/Player/Kyle-Martens-56056,Spearfish - 01,Spearfish,SD,K,6-6,185,0.7444,1000,25,2,2008
1829,Marcus Hightower,https://247sports.com/Player/Marcus-Hightower-56516,Whitehaven,Memphis,TN,WR,6-0,175,0.7444,1000,207,45,2008
1830,Jake Arbanas,https://247sports.com/Player/Jake-Arbanas-55746,Rockhurst,Kansas City,MO,TE,6-5,188,0.7444,1000,99,23,2008
1831,Deven Baker,https://247sports.com/Player/Deven-Baker-55523,Bound Brook,Bound Brook,NJ,WR,6-4,190,0.7444,1000,208,40,2008
1832,Brandon McLeroy,https://247sports.com/Player/Brandon-McLeroy-56378,Rhea County,Evensville,TN,OL,6-4,285,0.7444,1000,140,46,2008
1833,Darrion Brown,https://247sports.com/Player/Darrion-Brown-56341,Withrow,Cincinnati,OH,WR,6-0,170,0.7444,1000,209,101,2008
1834,Zach Line,https://247sports.com/Player/Zach-Line-31658,Oxford,Oxford,MI,LB,6-1,210,0.7444,1000,77,43,2008
1835,Drew Luker,https://247sports.com/Player/Drew-Luker-54870,Sweet Water Sch,Sweet Water,AL,DB,6-3,175,0.7444,1000,138,64,2008
1836,Alex Debniak,https://247sports.com/Player/Alex-Debniak-55624,Hudsonville,Hudsonville,MI,LB,6-2,220,0.7444,1000,141,44,2008
1837,Richard Helepiko,https://247sports.com/Player/Richard-Helepiko-56186,Moreno Valley,Moreno Valley,CA,OL,6-3,275,0.7444,1000,141,194,2008
1838,Alex Beierwalter,https://247sports.com/Player/Alex-Beierwalter-56316,Charlestown,Charlestown,IN,QB,6-3,195,0.7444,1000,63,27,2008
1839,Treshawn Robinson,https://247sports.com/Player/Treshawn-Robinson-55929,Upland,Upland,CA,LB,6-0,220,0.7444,1000,142,195,2008
1840,Jack Reynoso,https://247sports.com/Player/Jack-Reynoso-56200,Del Oro,Loomis,CA,DL,6-2,240,0.7444,1000,98,196,2008
1841,Stephen Ruempolhamer,https://247sports.com/Player/Stephen-Ruempolhamer-55454,Union,Tulsa,OK,DL,6-3,280,0.7444,1000,117,27,2008
1842,Joe Hawthorne,https://247sports.com/Player/Joe-Hawthorne-57005,Martin,Arlington,TX,DL,6-4,250,0.7444,1000,118,297,2008
1843,Chase McEntee,https://247sports.com/Player/Chase-McEntee-56203,Galena Park,Galena Park,TX,DL,6-1,252,0.7444,1000,119,298,2008
1844,Chris Richard,https://247sports.com/Player/Chris-Richard-56310,Destrehan,Destrehan,LA,DB,6-0,205,0.7444,1000,139,54,2008
1845,David Ford,https://247sports.com/Player/David-Ford-55831,Antonian College Prep,San Antonio,TX,LB,6-3,255,0.7444,1000,143,299,2008
